pc_reads_total	n_reads_clade	n_reads_direct	n_minimizers_total	n_minimizers_distinct	rank	taxid	name	sample
0	11	0	42	39	S	60961	Shewanella woodyi	AP-DNA-2
0	11	11	42	39	S1	392500	Shewanella woodyi ATCC 51908	AP-DNA-2
0	10	0	36	26	S	404011	Shewanella piezotolerans	AP-DNA-2
0	10	10	36	26	S1	225849	Shewanella piezotolerans WP3	AP-DNA-2
0	10	10	47	37	S	2593655	Shewanella psychropiezotolerans	AP-DNA-2
0	10	10	32	29	S	43661	Shewanella benthica	AP-DNA-2
0	9	9	31	31	S	2018305	Shewanella bicestrii	AP-DNA-2
0	9	9	36	25	S	558541	Shewanella chilikensis	AP-DNA-2
0	9	9	59	51	S	712036	Shewanella dokdonensis	AP-DNA-2
0	8	0	32	28	S	70864	Shewanella pealeana	AP-DNA-2
0	8	8	32	28	S1	398579	Shewanella pealeana ATCC 700345	AP-DNA-2
0	8	8	42	37	S	1738770	Shewanella inventionis	AP-DNA-2
0	7	0	22	18	S	60217	Shewanella violacea	AP-DNA-2
0	7	7	22	18	S1	637905	Shewanella violacea DSS12	AP-DNA-2
0	7	7	47	37	S	2590884	Shewanella glacialimarina	AP-DNA-2
0	7	7	48	25	S	2520507	Shewanella maritima	AP-DNA-2
0	6	6	48	45	S	260364	Shewanella marisflavi	AP-DNA-2
0	6	6	31	30	S	2814293	Shewanella sedimentimangrovi	AP-DNA-2
0	6	6	28	11	S	93973	Shewanella japonica	AP-DNA-2
0	6	0	42	34	S	192073	Shewanella denitrificans	AP-DNA-2
0	6	6	42	34	S1	318161	Shewanella denitrificans OS217	AP-DNA-2
0	6	0	38	32	S	271097	Shewanella sediminis	AP-DNA-2
0	6	6	38	32	S1	425104	Shewanella sediminis HAW-EB3	AP-DNA-2
0	5	5	46	42	S	150120	Shewanella livingstonensis	AP-DNA-2
0	5	5	33	29	S	2814294	Shewanella avicenniae	AP-DNA-2
0	4	4	43	39	S	1173586	Shewanella litorisediminis	AP-DNA-2
0	4	0	55	48	S	60478	Shewanella amazonensis	AP-DNA-2
0	4	4	55	48	S1	326297	Shewanella amazonensis SB2B	AP-DNA-2
0	4	4	45	36	S	238836	Shewanella donghaensis	AP-DNA-2
0	3	3	38	31	S	1028752	Shewanella aestuarii	AP-DNA-2
0	3	3	38	32	S	2829809	Shewanella yunxiaonensis	AP-DNA-2
0	3	3	44	41	S	225848	Shewanella psychrophila	AP-DNA-2
0	3	3	16	12	S	1987584	Shewanella carassii	AP-DNA-2
0	3	3	15	15	S	768528	Shewanella indica	AP-DNA-2
0	1	0	44	33	S	271098	Shewanella halifaxensis	AP-DNA-2
0	1	1	44	33	S1	458817	Shewanella halifaxensis HAW-EB4	AP-DNA-2
0	9	2	74	66	G	2547964	Parashewanella	AP-DNA-2
0	5	5	41	36	S	342950	Parashewanella spongiae	AP-DNA-2
0	2	2	33	30	S	2547970	Parashewanella tropica	AP-DNA-2
0	1186	0	8832	8178	F	267888	Pseudoalteromonadaceae	AP-DNA-2
0	1177	500	8727	8092	G	53246	Pseudoalteromonas	AP-DNA-2
0	197	31	859	773	G1	194690	unclassified Pseudoalteromonas	AP-DNA-2
0	32	32	138	135	S	1390185	Pseudoalteromonas sp. DL-6	AP-DNA-2
0	15	15	55	54	S	562716	Pseudoalteromonas sp. CF6-2	AP-DNA-2
0	13	13	64	41	S	336179	Pseudoalteromonas sp. 643A	AP-DNA-2
0	12	12	48	44	S	2799564	Pseudoalteromonas sp. LC2018020214	AP-DNA-2
0	12	12	37	36	S	1720343	Pseudoalteromonas sp. 1_2015MBL_MicDiv	AP-DNA-2
0	10	10	35	32	S	283699	Pseudoalteromonas sp. Bsw20308	AP-DNA-2
0	9	9	16	8	S	2587843	Pseudoalteromonas sp. THAF3	AP-DNA-2
0	7	7	34	30	S	234831	Pseudoalteromonas sp. SM9913	AP-DNA-2
0	7	7	38	30	S	1709477	Pseudoalteromonas sp. R3	AP-DNA-2
0	7	7	21	19	S	2822846	Pseudoalteromonas sp. SCSIO 43088	AP-DNA-2
0	6	6	21	18	S	2822847	Pseudoalteromonas sp. SCSIO 43101	AP-DNA-2
0	5	5	39	31	S	116092	Pseudoalteromonas sp. A25	AP-DNA-2
0	5	5	27	25	S	2894202	Pseudoalteromonas sp. SCSIO 43095	AP-DNA-2
0	4	4	17	17	S	649161	Pseudoalteromonas sp. 3J6	AP-DNA-2
0	4	4	10	10	S	2839744	Pseudoalteromonas sp. SiA1	AP-DNA-2
0	4	4	14	14	S	2699396	Pseudoalteromonas sp. APM04	AP-DNA-2
0	3	3	9	7	S	2916633	Pseudoalteromonas sp. KAN5	AP-DNA-2
0	3	3	13	13	S	2490635	Pseudoalteromonas sp. Xi13	AP-DNA-2
0	2	2	36	34	S	2822842	Pseudoalteromonas sp. SCSIO 43201	AP-DNA-2
0	2	2	5	3	S	1514074	Pseudoalteromonas sp. NC201	AP-DNA-2
0	2	2	4	4	S	87791	Pseudoalteromonas sp. PS1M3	AP-DNA-2
0	1	1	5	4	S	1761891	Pseudoalteromonas sp. 13-15	AP-DNA-2
0	1	1	4	4	S	327511	Pseudoalteromonas sp. A22	AP-DNA-2
0	93	63	360	347	S	166935	Pseudoalteromonas translucida	AP-DNA-2
0	30	30	111	103	S1	1315283	Pseudoalteromonas translucida KMM 520	AP-DNA-2
0	62	0	347	333	S	182141	Pseudoalteromonas prydzensis	AP-DNA-2
0	62	62	347	333	S1	1315282	Pseudoalteromonas prydzensis ACAM 620	AP-DNA-2
0	58	58	229	213	S	28109	Pseudoalteromonas nigrifaciens	AP-DNA-2
0	47	26	126	120	S	77608	Pseudoalteromonas distincta	AP-DNA-2
0	21	21	52	49	S1	1315279	Pseudoalteromonas paragorgicola KMM 3548	AP-DNA-2
0	31	31	199	178	S	2518973	Pseudoalteromonas rhizosphaerae	AP-DNA-2
0	29	0	142	137	S	394751	Pseudoalteromonas arctica	AP-DNA-2
0	29	29	142	137	S1	1117313	Pseudoalteromonas arctica A 37-1-2	AP-DNA-2
0	18	18	64	57	S	43660	Pseudoalteromonas undina	AP-DNA-2
0	14	9	48	45	S	176102	Pseudoalteromonas agarivorans	AP-DNA-2
0	5	5	18	15	S1	1312369	Pseudoalteromonas agarivorans DSM 14585	AP-DNA-2
0	12	12	68	37	S	314281	Pseudoalteromonas tunicata	AP-DNA-2
0	12	12	53	33	S	1190813	Pseudoalteromonas shioyasakiensis	AP-DNA-2
0	11	10	43	35	S	247523	Pseudoalteromonas aliena	AP-DNA-2
0	1	1	10	9	S1	1314866	Pseudoalteromonas aliena SW19	AP-DNA-2
0	10	0	36	28	S	28107	Pseudoalteromonas espejiana	AP-DNA-2
0	10	10	36	28	S1	1314869	Pseudoalteromonas espejiana DSM 9414	AP-DNA-2
0	8	0	39	33	S	107327	Pseudoalteromonas ulvae	AP-DNA-2
0	8	8	39	33	S1	1315306	Pseudoalteromonas ulvae UL12	AP-DNA-2
0	8	7	84	72	S	43657	Pseudoalteromonas luteoviolacea	AP-DNA-2
0	1	1	5	5	S1	1365250	Pseudoalteromonas luteoviolacea DSM 6061	AP-DNA-2
0	8	8	59	50	S	43662	Pseudoalteromonas piscicida	AP-DNA-2
0	7	7	104	88	S	43658	Pseudoalteromonas rubra	AP-DNA-2
0	7	6	49	44	S	298657	Pseudoalteromonas spongiae	AP-DNA-2
0	1	1	17	17	S1	1117319	Pseudoalteromonas spongiae UST010723-006	AP-DNA-2
0	7	7	55	44	S	339617	Pseudoalteromonas viridis	AP-DNA-2
0	5	5	15	14	S	874454	Pseudoalteromonas arabiensis	AP-DNA-2
0	4	3	34	25	S	227	Pseudoalteromonas carrageenovora	AP-DNA-2
0	1	1	1	1	S1	1314868	Pseudoalteromonas carrageenovora IAM 12662	AP-DNA-2
0	4	4	46	37	S	161398	Pseudoalteromonas phenolica	AP-DNA-2
0	4	4	39	37	S	1348114	Pseudoalteromonas piratica	AP-DNA-2
0	3	3	44	31	S	882626	Pseudoalteromonas xiamenensis	AP-DNA-2
0	3	0	15	12	S	570156	Pseudoalteromonas lipolytica	AP-DNA-2
0	3	3	15	12	S1	1315275	Pseudoalteromonas lipolytica LMEB 39	AP-DNA-2
0	3	3	11	11	S	288	Pseudoalteromonas atlantica	AP-DNA-2
0	3	0	17	15	S	206042	Pseudoalteromonas mariniglutinosa	AP-DNA-2
0	3	3	17	15	S1	1315277	Pseudoalteromonas mariniglutinosa NCIMB 1770	AP-DNA-2
0	3	3	11	8	S	43659	Pseudoalteromonas tetraodonis	AP-DNA-2
0	3	3	14	13	S	151081	Pseudoalteromonas ruthenica	AP-DNA-2
0	1	1	24	15	S	267375	Pseudoalteromonas marina	AP-DNA-2
0	1	1	4	3	S	152297	Pseudoalteromonas issachenkonii	AP-DNA-2
0	1	1	2	2	S	137779	Pseudoalteromonas flavipulchra	AP-DNA-2
0	5	0	66	56	G	907197	Psychrosphaera	AP-DNA-2
0	4	4	36	29	S	1266052	Psychrosphaera aestuarii	AP-DNA-2
0	1	1	30	27	S	2820710	Psychrosphaera ytuae	AP-DNA-2
0	4	0	28	19	G	2834759	Flocculibacter	AP-DNA-2
0	4	4	28	19	S	2744479	Flocculibacter collagenilyticus	AP-DNA-2
0	670	2	4010	3214	F	72275	Alteromonadaceae	AP-DNA-2
0	465	3	2599	2321	F1	2903219	Alteromonas/Salinimonas group	AP-DNA-2
0	411	33	2269	2053	G	226	Alteromonas	AP-DNA-2
0	311	311	1641	1577	S	1858656	Alteromonas pelagimontana	AP-DNA-2
0	29	8	193	141	G1	2614992	unclassified Alteromonas	AP-DNA-2
0	6	6	26	19	S	1714845	Alteromonas sp. BL110	AP-DNA-2
0	6	6	62	38	S	2267264	Alteromonas sp. RKMC-009	AP-DNA-2
0	6	6	20	16	S	2961948	Alteromonas sp. LMIT006	AP-DNA-2
0	1	1	6	6	S	2058133	Alteromonas sp. MB-3u-76	AP-DNA-2
0	1	1	19	13	S	2358187	Alteromonas sp. 76-1	AP-DNA-2
0	1	1	1	1	S	2795688	Alteromonas sp. KC3	AP-DNA-2
0	21	17	159	130	S	28108	Alteromonas macleodii	AP-DNA-2
0	3	3	18	16	S1	1004785	Alteromonas macleodii str. 'Black Sea 11'	AP-DNA-2
0	1	1	8	8	S1	1004787	Alteromonas macleodii str. 'Balearic Sea AD45'	AP-DNA-2
0	12	11	68	53	S	314275	Alteromonas mediterranea	AP-DNA-2
0	1	1	1	1	S1	1300254	Alteromonas mediterranea MED64	AP-DNA-2
0	3	3	18	18	S	715451	Alteromonas naphthalenivorans	AP-DNA-2
0	1	1	7	7	S	233316	Alteromonas stellipolaris	AP-DNA-2
0	1	1	11	11	S	589873	Alteromonas australica	AP-DNA-2
0	51	0	298	243	G	288793	Salinimonas	AP-DNA-2
0	20	20	130	110	S	2303538	Salinimonas sediminis	AP-DNA-2
0	11	11	75	51	S	914153	Salinimonas lutimaris	AP-DNA-2
0	11	11	42	38	S	2785918	Salinimonas marina	AP-DNA-2
0	9	9	51	44	S	2572577	Salinimonas iocasae	AP-DNA-2
0	91	0	546	216	G	1858563	Alkalimarinus	AP-DNA-2
0	81	81	461	157	S	1632866	Alkalimarinus sediminis	AP-DNA-2
0	10	4	82	56	G1	2625403	unclassified Alkalimarinus	AP-DNA-2
0	6	6	40	31	S	2961619	Alkalimarinus sp. A2M4	AP-DNA-2
0	32	0	199	158	G	1621534	Paraglaciecola	AP-DNA-2
0	15	0	87	74	G1	2685791	unclassified Paraglaciecola	AP-DNA-2
0	9	9	40	35	S	2686359	Paraglaciecola sp. L1A13	AP-DNA-2
0	6	6	47	39	S	2686358	Paraglaciecola sp. L3A3	AP-DNA-2
0	10	0	65	47	S	326544	Paraglaciecola psychrophila	AP-DNA-2
0	10	10	65	47	S1	1129794	Paraglaciecola psychrophila 170	AP-DNA-2
0	7	7	46	36	S	197222	Paraglaciecola mesophila	AP-DNA-2
0	18	2	204	159	G	261825	Agarivorans	AP-DNA-2
0	6	6	56	43	S	680279	Agarivorans gilvus	AP-DNA-2
0	5	0	66	51	G1	2636026	unclassified Agarivorans	AP-DNA-2
0	3	3	18	16	S	2652721	Agarivorans sp. B2Z047	AP-DNA-2
0	2	2	48	35	S	2937286	Agarivorans sp. TSD2052	AP-DNA-2
0	3	3	11	9	S	182262	Agarivorans albus	AP-DNA-2
0	2	2	28	25	S	1563703	Agarivorans aestuarii	AP-DNA-2
0	18	0	64	53	G	2661818	Saliniradius	AP-DNA-2
0	18	18	64	53	S	2183582	Saliniradius amylolyticus	AP-DNA-2
0	16	0	113	105	G	2650549	Hydrocarboniclastica	AP-DNA-2
0	16	16	113	105	S	2259620	Hydrocarboniclastica marina	AP-DNA-2
0	9	0	67	55	G	1751872	Lacimicrobium	AP-DNA-2
0	9	9	67	55	S	1526571	Lacimicrobium alkaliphilum	AP-DNA-2
0	9	0	60	37	G	2905123	Paraneptunicella	AP-DNA-2
0	9	9	60	37	S	2831148	Paraneptunicella aestuarii	AP-DNA-2
0	4	0	55	42	G	1172191	Catenovulum	AP-DNA-2
0	4	4	55	42	S	1740262	Catenovulum sediminis	AP-DNA-2
0	3	0	25	23	G	89404	Glaciecola	AP-DNA-2
0	3	0	25	23	S	300231	Glaciecola nitratireducens	AP-DNA-2
0	3	3	25	23	S1	1085623	Glaciecola nitratireducens FR1064	AP-DNA-2
0	3	0	38	26	G	2894574	Saccharobesus	AP-DNA-2
0	3	3	38	26	S	2172099	Saccharobesus litoralis	AP-DNA-2
0	63	0	614	481	F	267889	Colwelliaceae	AP-DNA-2
0	35	0	347	276	G	28228	Colwellia	AP-DNA-2
0	31	2	278	225	G1	196834	unclassified Colwellia	AP-DNA-2
0	7	7	39	32	S	2161872	Colwellia sp. Arc7-D	AP-DNA-2
0	7	7	52	40	S	2689569	Colwellia sp. 20A7	AP-DNA-2
0	6	6	45	32	S	58049	Colwellia sp. MT41	AP-DNA-2
0	5	5	31	31	S	2497879	Colwellia sp. Arc7-635	AP-DNA-2
0	3	3	48	41	S	1816218	Colwellia sp. PAMC 20917	AP-DNA-2
0	1	1	47	38	S	2583805	Colwellia sp. M166	AP-DNA-2
0	4	0	66	48	S	28229	Colwellia psychrerythraea	AP-DNA-2
0	4	4	66	48	S1	167879	Colwellia psychrerythraea 34H	AP-DNA-2
0	23	0	165	129	G	1518149	Thalassotalea	AP-DNA-2
0	21	0	137	106	G1	2614972	unclassified Thalassotalea	AP-DNA-2
0	11	11	45	35	S	2769490	Thalassotalea sp. LPB0316	AP-DNA-2
0	5	5	43	33	S	2552945	Thalassotalea sp. HSM 43	AP-DNA-2
0	5	5	49	38	S	2594005	Thalassotalea sp. PS06	AP-DNA-2
0	2	2	28	23	S	1763536	Thalassotalea crassostreae	AP-DNA-2
0	4	0	42	33	G	2848171	Cognaticolwellia	AP-DNA-2
0	4	4	42	33	S	1967665	Cognaticolwellia beringensis	AP-DNA-2
0	1	0	46	34	G	1407056	Litorilituus	AP-DNA-2
0	1	1	46	34	S	718192	Litorilituus sediminis	AP-DNA-2
0	46	0	298	236	F	267893	Idiomarinaceae	AP-DNA-2
0	46	0	298	236	G	135575	Idiomarina	AP-DNA-2
0	28	28	157	111	S	135577	Idiomarina loihiensis	AP-DNA-2
0	12	0	68	59	G1	2614829	unclassified Idiomarina	AP-DNA-2
0	11	11	49	42	S	2100422	Idiomarina sp. OT37-5b	AP-DNA-2
0	1	1	19	17	S	2055892	Idiomarina sp. X4	AP-DNA-2
0	4	4	25	24	S	1096243	Idiomarina piscisalsi	AP-DNA-2
0	2	2	32	26	S	86102	Idiomarina abyssalis	AP-DNA-2
0	42	0	277	248	F	267892	Ferrimonadaceae	AP-DNA-2
0	42	0	277	248	G	44011	Ferrimonas	AP-DNA-2
0	20	0	133	121	S	44012	Ferrimonas balearica	AP-DNA-2
0	20	20	133	121	S1	550540	Ferrimonas balearica DSM 9799	AP-DNA-2
0	20	0	105	96	G1	2620587	unclassified Ferrimonas	AP-DNA-2
0	20	20	105	96	S	2822844	Ferrimonas sp. SCSIO 43195	AP-DNA-2
0	2	2	38	30	S	2724191	Ferrimonas lipolytica	AP-DNA-2
0	13	0	163	143	F	267891	Moritellaceae	AP-DNA-2
0	13	1	163	143	G	58050	Moritella	AP-DNA-2
0	5	2	97	82	G1	2637987	unclassified Moritella	AP-DNA-2
0	2	2	47	38	S	2746230	Moritella sp. 24	AP-DNA-2
0	1	1	1	1	S	2746232	Moritella sp. 28	AP-DNA-2
0	4	0	33	33	S	90736	Moritella marina	AP-DNA-2
0	4	4	33	33	S1	1202962	Moritella marina ATCC 15381	AP-DNA-2
0	3	3	26	21	S	69539	Moritella yayanosii	AP-DNA-2
0	8	0	52	48	F	267894	Psychromonadaceae	AP-DNA-2
0	8	0	52	48	G	67572	Psychromonas	AP-DNA-2
0	5	0	27	24	G1	2614957	unclassified Psychromonas	AP-DNA-2
0	5	5	27	24	S	314282	Psychromonas sp. CNPT3	AP-DNA-2
0	3	0	25	24	S	357794	Psychromonas ingrahamii	AP-DNA-2
0	3	3	25	24	S1	357804	Psychromonas ingrahamii 37	AP-DNA-2
0.01	4787	76	26197	24007	O	135619	Oceanospirillales	AP-DNA-2
0.01	3984	162	21171	19755	F	28256	Halomonadaceae	AP-DNA-2
0.01	2502	579	14203	13276	G	2745	Halomonas	AP-DNA-2
0	1347	252	6944	6516	G1	2609666	unclassified Halomonas	AP-DNA-2
0	118	118	472	466	S	2855441	Halomonas sp. 18071143	AP-DNA-2
0	93	93	416	385	S	1504981	Halomonas sp. KO116	AP-DNA-2
0	53	53	266	251	S	2953657	Halomonas sp. DN3	AP-DNA-2
0	51	51	240	228	S	1609967	Halomonas sp. HG01	AP-DNA-2
0	50	50	162	157	S	2883106	Halomonas sp. NyZ770	AP-DNA-2
0	49	49	245	223	S	2982694	Halomonas sp. LR3S48	AP-DNA-2
0	48	48	356	326	S	2982692	Halomonas sp. M4R1S46	AP-DNA-2
0	47	47	239	227	S	2956797	Halomonas sp. Y3	AP-DNA-2
0	45	45	220	208	S	2982691	Halomonas sp. GD1P12	AP-DNA-2
0	45	45	220	207	S	1883416	Halomonas sp. 1513	AP-DNA-2
0	43	43	342	321	S	2587844	Halomonas sp. THAF5a	AP-DNA-2
0	42	42	184	174	S	2306583	Halomonas sp. JS92-SW72	AP-DNA-2
0	38	38	259	248	S	2587849	Halomonas sp. THAF12	AP-DNA-2
0	37	37	201	191	S	2730360	Halomonas sp. PGE1	AP-DNA-2
0	36	36	219	210	S	2773308	Halomonas sp. YLGW01	AP-DNA-2
0	34	34	190	183	S	2733487	Halomonas sp. MCCC 1A13316	AP-DNA-2
0	34	34	304	284	S	2952527	Halomonas sp. 3H	AP-DNA-2
0	33	33	145	131	S	2562282	Halomonas sp. Y2R2	AP-DNA-2
0	26	26	90	86	S	1610576	Halomonas sp. R57-5	AP-DNA-2
0	22	22	97	92	S	2749040	Halomonas sp. SH5A2	AP-DNA-2
0	22	22	97	93	S	1118153	Halomonas sp. GFAJ-1	AP-DNA-2
0	21	21	79	72	S	2832500	Halomonas sp. FeN2	AP-DNA-2
0	18	18	99	92	S	2992143	Halomonas sp. BDJS001	AP-DNA-2
0	17	17	91	86	S	2785909	Halomonas sp. A40-4	AP-DNA-2
0	16	16	66	57	S	2893469	Halomonas sp. 7T	AP-DNA-2
0	8	8	41	40	S	1346287	Halomonas sp. A3H3	AP-DNA-2
0	7	7	41	38	S	2136172	Halomonas sp. SF2003	AP-DNA-2
0	7	7	36	34	S	2854257	Halomonas sp. SS10-MC5	AP-DNA-2
0	6	6	25	25	S	1971364	Halomonas sp. GT	AP-DNA-2
0	6	6	24	24	S	1666906	Halomonas sp. HL-93	AP-DNA-2
0	5	5	32	31	S	999141	Halomonas sp. TD01	AP-DNA-2
0	5	5	20	18	S	1761789	Halomonas sp. hl-4	AP-DNA-2
0	4	4	18	10	S	1250400	Halomonas sp. ZM3	AP-DNA-2
0	3	3	7	7	S	507763	Halomonas sp. MS1	AP-DNA-2
0	3	3	13	11	S	2014541	Halomonas sp. N3-2A	AP-DNA-2
0	3	3	11	7	S	2937790	Halomonas sp. ZZQ-149	AP-DNA-2
0	69	69	256	241	S	2497861	Halomonas tianxiuensis	AP-DNA-2
0	61	61	351	334	S	475662	Halomonas beimenensis	AP-DNA-2
0	59	59	233	223	S	115561	Halomonas hydrothermalis	AP-DNA-2
0	50	50	254	231	S	29570	Halomonas meridiana	AP-DNA-2
0	42	42	208	179	S	2733488	Halomonas sulfidivorans	AP-DNA-2
0	42	42	241	227	S	1897729	Halomonas aestuarii	AP-DNA-2
0	41	41	265	240	S	1081866	Halomonas socia	AP-DNA-2
0	40	40	223	206	S	507626	Halomonas chromatireducens	AP-DNA-2
0	38	0	228	199	S	2746	Halomonas elongata	AP-DNA-2
0	38	38	228	199	S1	768066	Halomonas elongata DSM 2581	AP-DNA-2
0	33	33	157	142	S	664683	Halomonas titanicae	AP-DNA-2
0	28	28	122	101	S	1178482	Halomonas huangheensis	AP-DNA-2
0	21	21	109	97	S	29571	Halomonas subglaciescola	AP-DNA-2
0	21	21	82	78	S	2852117	Halomonas profundi	AP-DNA-2
0	18	18	93	82	S	2609667	Halomonas piezotolerans	AP-DNA-2
0	8	8	45	39	S	44935	Halomonas venusta	AP-DNA-2
0	3	3	30	26	S	2733484	Halomonas sulfidoxydans	AP-DNA-2
0	1	1	3	3	S	272774	Halomonas alkaliphila	AP-DNA-2
0	1	1	8	8	S	213554	Halomonas campaniensis	AP-DNA-2
0	871	166	3763	3484	G	504090	Kushneria	AP-DNA-2
0	398	398	1460	1361	S	157779	Kushneria marisflavi	AP-DNA-2
0	259	259	941	878	S	698828	Kushneria konosiri	AP-DNA-2
0	48	48	167	155	S	657387	Kushneria phosphatilytica	AP-DNA-2
0	123	50	653	604	G	204286	Cobetia	AP-DNA-2
0	53	2	292	264	G1	2609414	unclassified Cobetia	AP-DNA-2
0	29	29	140	125	S	2686360	Cobetia sp. L2A1	AP-DNA-2
0	15	15	85	76	S	2609415	Cobetia sp. cqz5-12	AP-DNA-2
0	4	4	26	25	S	2758724	Cobetia sp. 4B	AP-DNA-2
0	3	3	21	21	S	2661553	Cobetia sp. AM6	AP-DNA-2
0	14	14	36	36	S	1055101	Cobetia pacifica	AP-DNA-2
0	3	3	7	7	S	28258	Cobetia marina	AP-DNA-2
0	3	3	23	22	S	1055104	Cobetia amphilecti	AP-DNA-2
0	117	0	508	475	G	404432	Salinicola	AP-DNA-2
0	117	117	508	475	S	1771309	Salinicola tamaricis	AP-DNA-2
0	97	0	480	460	G	42054	Chromohalobacter	AP-DNA-2
0	97	0	480	460	S	158080	Chromohalobacter salexigens	AP-DNA-2
0	97	97	480	460	S1	290398	Chromohalobacter salexigens DSM 3043	AP-DNA-2
0	73	0	375	358	G	376488	Halotalea	AP-DNA-2
0	73	73	375	358	S	376489	Halotalea alkalilenta	AP-DNA-2
0	33	0	170	161	G	1897649	Pistricoccus	AP-DNA-2
0	33	33	170	161	S	1883414	Pistricoccus aurantiacus	AP-DNA-2
0	6	0	121	104	F1	114403	Zymobacter group	AP-DNA-2
0	4	0	60	59	G	33073	Zymobacter	AP-DNA-2
0	4	4	60	59	S	33074	Zymobacter palmae	AP-DNA-2
0	1	1	23	22	G	114185	Candidatus Carsonella	AP-DNA-2
0	1	0	36	22	G	235572	Candidatus Portiera	AP-DNA-2
0	1	1	36	22	S	91844	Candidatus Portiera aleyrodidarum	AP-DNA-2
0	296	5	1872	1512	F	135620	Oceanospirillaceae	AP-DNA-2
0	100	2	592	503	G	48075	Marinobacterium	AP-DNA-2
0	41	41	195	169	S	1821621	Marinobacterium aestuarii	AP-DNA-2
0	21	21	192	166	S	420402	Marinobacterium rhizophilum	AP-DNA-2
0	19	19	70	63	S	518898	Marinobacterium sediminicola	AP-DNA-2
0	15	15	98	75	S	48076	Marinobacterium georgiense	AP-DNA-2
0	2	0	20	18	G1	2644139	unclassified Marinobacterium	AP-DNA-2
0	2	2	20	18	S	2668067	Marinobacterium sp. LSUCC0821	AP-DNA-2
0	65	5	428	345	G	28253	Marinomonas	AP-DNA-2
0	14	1	94	81	G1	196814	unclassified Marinomonas	AP-DNA-2
0	6	6	39	34	S	2065312	Marinomonas sp. A3A	AP-DNA-2
0	5	5	31	25	S	2066133	Marinomonas sp. CT5	AP-DNA-2
0	2	2	22	20	S	2071621	Marinomonas sp. FW-1	AP-DNA-2
0	11	11	52	35	S	2773454	Marinomonas algicola	AP-DNA-2
0	10	10	68	52	S	383750	Marinomonas arctica	AP-DNA-2
0	7	0	27	19	S	936476	Marinomonas posidonica	AP-DNA-2
0	7	7	27	19	S1	491952	Marinomonas posidonica IVIA-Po-181	AP-DNA-2
0	6	6	33	28	S	491948	Marinomonas rhizomae	AP-DNA-2
0	4	4	25	22	S	491950	Marinomonas foliarum	AP-DNA-2
0	3	3	41	34	S	178399	Marinomonas primoryensis	AP-DNA-2
0	3	3	30	26	S	2726122	Marinomonas profundi	AP-DNA-2
0	2	0	29	26	S	119864	Marinomonas mediterranea	AP-DNA-2
0	2	2	29	26	S1	717774	Marinomonas mediterranea MMB-1	AP-DNA-2
0	33	0	149	99	G	75687	Neptunomonas	AP-DNA-2
0	13	13	61	40	S	1572645	Neptunomonas phycophila	AP-DNA-2
0	12	12	42	32	S	1031538	Neptunomonas concharum	AP-DNA-2
0	8	0	46	27	S	417574	Neptunomonas japonica	AP-DNA-2
0	8	8	46	27	S1	1441457	Neptunomonas japonica JAMM 1380	AP-DNA-2
0	23	2	164	138	G	187492	Thalassolituus	AP-DNA-2
0	9	0	49	43	G1	2624967	unclassified Thalassolituus	AP-DNA-2
0	9	9	49	43	S	2597518	Thalassolituus sp. C2-1	AP-DNA-2
0	7	7	50	41	S	671053	Thalassolituus marinus	AP-DNA-2
0	5	5	53	43	S	187493	Thalassolituus oleivorans	AP-DNA-2
0	23	0	153	121	G	515417	Amphritea	AP-DNA-2
0	9	9	56	41	S	355243	Amphritea atlantica	AP-DNA-2
0	7	7	30	27	S	452627	Amphritea japonica	AP-DNA-2
0	7	7	66	52	S	1524258	Amphritea ceti	AP-DNA-2
0	20	0	135	107	G	2893036	Venatorbacter	AP-DNA-2
0	20	20	135	107	S	2661630	Venatorbacter cucullus	AP-DNA-2
0	12	0	62	54	G	267849	Nitrincola	AP-DNA-2
0	12	12	62	54	S	2614693	Nitrincola iocasae	AP-DNA-2
0	9	0	90	63	G	1537406	Bacterioplanes	AP-DNA-2
0	9	9	90	63	S	1249553	Bacterioplanes sanyensis	AP-DNA-2
0	3	0	28	26	G	599651	Bermanella	AP-DNA-2
0	3	3	28	26	S	207949	Bermanella marisrubri	AP-DNA-2
0	3	0	46	40	G	2066071	Bacterioplanoides	AP-DNA-2
0	3	0	46	40	G1	2630303	unclassified Bacterioplanoides	AP-DNA-2
0	3	3	46	40	S	2829569	Bacterioplanoides sp. SCSIO 12839	AP-DNA-2
0	291	0	1743	1606	F	224372	Alcanivoracaceae	AP-DNA-2
0	281	21	1689	1552	G	59753	Alcanivorax	AP-DNA-2
0	158	4	936	888	G1	2638842	unclassified Alcanivorax	AP-DNA-2
0	93	93	571	540	S	2014542	Alcanivorax sp. N3-2A	AP-DNA-2
0	60	60	342	325	S	2259335	Alcanivorax sp. ALC70	AP-DNA-2
0	1	1	2	2	S	1113728	Alcanivorax sp. NBRC 101098	AP-DNA-2
0	58	0	267	249	S	1306787	Alcanivorax pacificus	AP-DNA-2
0	58	58	267	249	S1	391936	Alcanivorax pacificus W11-5	AP-DNA-2
0	28	0	161	138	S	285091	Alcanivorax dieselolei	AP-DNA-2
0	28	28	161	138	S1	930169	Alcanivorax dieselolei B5	AP-DNA-2
0	14	14	140	123	S	1094342	Alcanivorax xenomutans	AP-DNA-2
